loss,val_loss,mae,val_mae,mape,val_mape,mse,val_mse,r2,val_r2,lr
0.24105891585350037,0.33339646458625793,0.6715999,0.6876675,335.580849647522,247.01688289642334,0.5167654752731323,0.7606561779975891,0.20365550792076736,0.42129071905834825,8.548299e-06
0.12213043868541718,0.23327064514160156,0.5732229,0.56064266,345.6362009048462,219.24865245819092,0.24969254434108734,0.4993167221546173,0.41358720008831795,0.6201277973256473,8.548299e-06
0.07966770231723785,0.1325213611125946,0.45963854,0.41377285,297.8991746902466,175.9903907775879,0.16047535836696625,0.2714073657989502,0.6024905451187113,0.793516157475003,8.548299e-06
0.05953511595726013,0.16801883280277252,0.49472025,0.4667207,320.2629566192627,201.82795524597168,0.11936123669147491,0.35275229811668396,0.5522747955180047,0.7316267812579604,8.548299e-06
0.04714672639966011,0.12436897307634354,0.44735804,0.39574784,306.7258834838867,179.979145526886,0.09443813562393188,0.25180160999298096,0.6280907034811449,0.808428298927593,8.548299e-06
0.0396968238055706,0.14516231417655945,0.44270015,0.41547617,302.8635501861572,171.36698961257935,0.07949751615524292,0.3034658432006836,0.6431072283878813,0.7691215664372952,8.548299e-06
0.03265050798654556,0.1343589872121811,0.41542336,0.4047161,263.3882999420166,169.1355586051941,0.06534558534622192,0.2744983434677124,0.701356629688996,0.7911614806100639,8.548299e-06
0.028507689014077187,0.11751635372638702,0.40162197,0.38044208,242.92631149291992,157.82610177993774,0.05702550336718559,0.2376488447189331,0.7128492911916811,0.8192010061380408,8.548299e-06
0.026958948001265526,0.1351182460784912,0.41390124,0.4009119,249.62899684906006,166.21330976486206,0.05393394082784653,0.27717989683151245,0.7070450728967548,0.7891198847730881,8.548299e-06
0.028782734647393227,0.15487338602542877,0.417655,0.4359428,231.21542930603027,188.58340978622437,0.05762118101119995,0.31714707612991333,0.6989735049160557,0.7587139127810627,8.548299e-06
0.028104005381464958,0.17535169422626495,0.4207477,0.46105617,286.14299297332764,193.68804693222046,0.0562494620680809,0.3653427064418793,0.6970439351569713,0.7220482711877603,8.548299e-06
0.029987692832946777,0.19673189520835876,0.41871947,0.485676,311.1206531524658,232.90255069732666,0.060030627995729446,0.41727763414382935,0.7011026316750906,0.6825320984777208,8.548299e-06
0.025781653821468353,0.3315849304199219,0.55082697,0.68783057,314.377760887146,298.7884998321533,0.051577165722846985,0.7393601536750793,0.5252053897335267,0.4374945730320132,8.548299e-06
0.026269519701600075,0.19390907883644104,0.4019288,0.48337653,231.69574737548828,207.01861381530762,0.052590757608413696,0.4117284417152405,0.7346210064421665,0.6867586876730197,8.548299e-06
0.024641871452331543,0.1856774538755417,0.3608597,0.4619046,229.56230640411377,167.7395224571228,0.04934299364686012,0.39186403155326843,0.7755260570805476,0.7018716922180875,8.548299e-06
0.02600843831896782,0.17795489728450775,0.38101834,0.4636402,230.14228343963623,189.8263931274414,0.052171289920806885,0.3743826746940613,0.7514796953643521,0.715172754842821,8.548299e-06
0.02254926599562168,0.16570885479450226,0.38719764,0.4563198,240.59462547302246,204.8314094543457,0.04512806981801987,0.34403422474861145,0.7430587491408657,0.7382620156957078,8.548299e-06
0.021589651703834534,0.18125587701797485,0.3682749,0.46838823,258.3495855331421,222.75123596191406,0.04320791736245155,0.3804534375667572,0.7553370176986536,0.7105525242266312,8.548299e-06
0.021694209426641464,0.21873842179775238,0.4091487,0.5315744,321.79858684539795,263.8195753097534,0.043389029800891876,0.4631938934326172,0.7125439196234435,0.6476051353916115,8.548299e-06
0.0230169165879488,0.2692534923553467,0.43386915,0.60314465,353.384804725647,342.2654151916504,0.046046093106269836,0.5913182497024536,0.682873523915194,0.550127039762197,8.548299e-06
0.02197244018316269,0.1814582794904709,0.35729933,0.46843067,225.10547637939453,220.7500696182251,0.043962668627500534,0.3828752934932709,0.7837783102815497,0.7087104699667844,8.548299e-06
0.014708421193063259,0.17387624084949493,0.34190875,0.45883584,225.28769969940186,222.86155223846436,0.02941710129380226,0.36757713556289673,0.7976193806923708,0.7203489129727174,8.548299e-06
0.012194509617984295,0.1766190230846405,0.34425548,0.464376,232.24728107452393,225.91681480407715,0.02438902109861374,0.376308798789978,0.7934901362243623,0.7137062087208618,8.548299e-06
